title,company,location,experience,url,description,salary,source,scrape_date,job_type
Test Engineer,AppSoft Solutions,"Bangalore, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/test-engineer/appsoft-solutions/16949244,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Bareilly, Jaipur, Chattisgarh, Lucknow, Gurugram, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Customer Support - International Voice,Delphic Jobs,Bangalore,Not specified,https://www.shine.com/jobs/customer-support-international-voice/delphic-jobs/17029501,N/A,Not specified,Shine,2025-05-01,Full Time
Business Analyst - Asset Management Tech,M&G plc,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/business-analyst-asset-management-tech/mg-plc/17029163,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineer,AppSoft Solutions,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/software-engineer/appsoft-solutions/16949226,N/A,Not specified,Shine,2025-05-01,Full Time
Interior Architect,homedesignia,Noida,Not specified,https://www.shine.com/jobs/interior-architect/homedesignia/17029537,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Pune, Bangalore, Noida, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
GIS Substation Design Engineer - Mechanical,Siemens,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/gis-substation-design-engineer-mechanical/siemens/17029106,N/A,Not specified,Shine,2025-05-01,Full Time
Part-time Data Entry Computer Operator Remote work,VISHWANATH ENTERPRISES,"Pune, Bangalore, Ernakulam, Chennai, Hyderabad, Kolkata, Chandigarh, Mangalore, Mysore, Ahmedabad",Not specified,https://www.shine.com/jobs/part-time-data-entry-computer-operator-remote-work/vishwanath-enterprises/17029558,N/A,Not specified,Shine,2025-05-01,Full Time
"Fullstack Engineer(C/.NET, Angular, Azure) IRC254785",GlobalLogic,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/fullstack-engineerc-net-angular-azure-irc/globallogic/17029132,N/A,Not specified,Shine,2025-05-01,Full Time
Dotnet Developer with Azure,CodesmoTech,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/dotnet-developer-with-azure/codesmotech/17029015,N/A,Not specified,Shine,2025-05-01,Full Time
BIM Engineer - Fire Life Safety,WSP,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/bim-engineer-fire-life-safety/wsp/17029012,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Lead Instrumentation Site Design Engineer,Live Connections.,"Pune, United Arab Emirates, Faridabad",Not specified,https://www.shine.com/jobs/lead-instrumentation-site-design-engineer/live-connections/17029578,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Draughtsman - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,"Bangalore, Delhi",Not specified,https://www.shine.com/jobs/mep-draughtsman-construction/mepa2z-llp/17029515,N/A,Not specified,Shine,2025-05-01,Full Time
Project Manager Construction MEP /Electrical Engineer,HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Jaipur, Noida, Indore, Lucknow, Gurugram, Kolkata, Jamshedpur, Patna",Not specified,https://www.shine.com/jobs/project-manager-construction-mep-electrical-engineer/hr-jobs-consultancy/17029541,N/A,Not specified,Shine,2025-05-01,Full Time
Biomedical Engineer,SAIKOR SECURITY TRAINING AND SERVICES PRIVATE LIMITED,"Bangalore, Noida, Chennai, Hyderabad, Gurugram, Kolkata, Pune, Mumbai City, Andaman-Nicobar, Port Blair",Not specified,https://www.shine.com/jobs/biomedical-engineer/saikor-security-training-and-services-private-limited/17021164,N/A,Not specified,Shine,2025-05-01,Full Time
Speech and Language Data Engineer,Cerence AI,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/speech-and-language-data-engineer/cerence-ai/17029342,N/A,Not specified,Shine,2025-05-01,Full Time
C WPF with Technical Product Managment Exp For B'lore IT Companies,WHITE HORSE MANPOWER CONSULTANCY (P) LTD,Bangalore,Not specified,https://www.shine.com/jobs/c-wpf-with-technical-product-managment-exp-for-blore-it-companies/white-horse-manpower-consultancy-p-ltd/17021059,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineering Manager (Java Full Stack),Amdocs,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/software-engineering-manager-java-full-stack/amdocs/17029242,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
Senior R&D Software Engineer (Licensing & Software Design Automation),Changeleaders Consulting Private Limited,"Bangalore, Gurugram",Not specified,https://www.shine.com/jobs/senior-rd-software-engineer-licensing-software-design-automation/changeleaders-consulting-private-limited/17029524,N/A,Not specified,Shine,2025-05-01,Full Time
".NET Developer for Bangalore & Hyderabad, Need Immediate Joiners for IT",WHITE HORSE MANPOWER CONSULTANCY (P) LTD,"Bangalore, Hyderabad",Not specified,https://www.shine.com/jobs/net-developer-for-bangalore-hyderabad-need-immediate-joiners-for-it/white-horse-manpower-consultancy-p-ltd/17021052,N/A,Not specified,Shine,2025-05-01,Full Time
Decision Analytics Associate Consultant - Primary Market Research,ZS,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/decision-analytics-associate-consultant-primary-market-research/zs/17029238,N/A,Not specified,Shine,2025-05-01,Full Time
Social Media Marketing (WFH) Part Time Fresher Also Apply,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/social-media-marketing-wfh-part-time-fresher-also-apply/desnor-destination-pvt-ltd/17029543,N/A,Not specified,Shine,2025-05-01,Full Time
Sap Fico Lead,Changeleaders Consulting Private Limited,Bangalore,Not specified,https://www.shine.com/jobs/sap-fico-lead/changeleaders-consulting-private-limited/17029523,N/A,Not specified,Shine,2025-05-01,Full Time
Embedded Software Development Engineer,MNR Solutions Pvt Ltd,"Bangalore, Chennai",Not specified,https://www.shine.com/jobs/embedded-software-development-engineer/mnr-solutions-pvt-ltd/17017207,N/A,Not specified,Shine,2025-05-01,Full Time
"Software Engineer / Specialist / TL - IMS DB, Cobol (2-9 Yr)",Amdocs,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/software-engineer-specialist-tl-ims-db-cobol-2-9-yr/amdocs/17029209,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Bareilly, Lucknow, Bhubaneswar, Jaipur, Chattisgarh, Gurugram, Pune, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Test Engineer,AppSoft Solutions,"Bangalore, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/test-engineer/appsoft-solutions/16949244,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Bareilly, Jaipur, Chattisgarh, Lucknow, Gurugram, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Customer Support - International Voice,Delphic Jobs,Bangalore,Not specified,https://www.shine.com/jobs/customer-support-international-voice/delphic-jobs/17029501,N/A,Not specified,Shine,2025-05-01,Full Time
Business Analyst - Asset Management Tech,M&G plc,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/business-analyst-asset-management-tech/mg-plc/17029163,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineer,AppSoft Solutions,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/software-engineer/appsoft-solutions/16949226,N/A,Not specified,Shine,2025-05-01,Full Time
Interior Architect,homedesignia,Noida,Not specified,https://www.shine.com/jobs/interior-architect/homedesignia/17029537,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Pune, Bangalore, Noida, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
GIS Substation Design Engineer - Mechanical,Siemens,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/gis-substation-design-engineer-mechanical/siemens/17029106,N/A,Not specified,Shine,2025-05-01,Full Time
Part-time Data Entry Computer Operator Remote work,VISHWANATH ENTERPRISES,"Pune, Bangalore, Ernakulam, Chennai, Hyderabad, Kolkata, Chandigarh, Mangalore, Mysore, Ahmedabad",Not specified,https://www.shine.com/jobs/part-time-data-entry-computer-operator-remote-work/vishwanath-enterprises/17029558,N/A,Not specified,Shine,2025-05-01,Full Time
"Fullstack Engineer(C/.NET, Angular, Azure) IRC254785",GlobalLogic,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/fullstack-engineerc-net-angular-azure-irc/globallogic/17029132,N/A,Not specified,Shine,2025-05-01,Full Time
Dotnet Developer with Azure,CodesmoTech,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/dotnet-developer-with-azure/codesmotech/17029015,N/A,Not specified,Shine,2025-05-01,Full Time
BIM Engineer - Fire Life Safety,WSP,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/bim-engineer-fire-life-safety/wsp/17029012,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Lead Instrumentation Site Design Engineer,Live Connections.,"Pune, United Arab Emirates, Faridabad",Not specified,https://www.shine.com/jobs/lead-instrumentation-site-design-engineer/live-connections/17029578,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Draughtsman - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,"Bangalore, Delhi",Not specified,https://www.shine.com/jobs/mep-draughtsman-construction/mepa2z-llp/17029515,N/A,Not specified,Shine,2025-05-01,Full Time
Project Manager Construction MEP /Electrical Engineer,HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Jaipur, Noida, Indore, Lucknow, Gurugram, Kolkata, Jamshedpur, Patna",Not specified,https://www.shine.com/jobs/project-manager-construction-mep-electrical-engineer/hr-jobs-consultancy/17029541,N/A,Not specified,Shine,2025-05-01,Full Time
Biomedical Engineer,SAIKOR SECURITY TRAINING AND SERVICES PRIVATE LIMITED,"Bangalore, Noida, Chennai, Hyderabad, Gurugram, Kolkata, Pune, Mumbai City, Andaman-Nicobar, Port Blair",Not specified,https://www.shine.com/jobs/biomedical-engineer/saikor-security-training-and-services-private-limited/17021164,N/A,Not specified,Shine,2025-05-01,Full Time
Speech and Language Data Engineer,Cerence AI,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/speech-and-language-data-engineer/cerence-ai/17029342,N/A,Not specified,Shine,2025-05-01,Full Time
C WPF with Technical Product Managment Exp For B'lore IT Companies,WHITE HORSE MANPOWER CONSULTANCY (P) LTD,Bangalore,Not specified,https://www.shine.com/jobs/c-wpf-with-technical-product-managment-exp-for-blore-it-companies/white-horse-manpower-consultancy-p-ltd/17021059,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineering Manager (Java Full Stack),Amdocs,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/software-engineering-manager-java-full-stack/amdocs/17029242,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
Senior R&D Software Engineer (Licensing & Software Design Automation),Changeleaders Consulting Private Limited,"Bangalore, Gurugram",Not specified,https://www.shine.com/jobs/senior-rd-software-engineer-licensing-software-design-automation/changeleaders-consulting-private-limited/17029524,N/A,Not specified,Shine,2025-05-01,Full Time
".NET Developer for Bangalore & Hyderabad, Need Immediate Joiners for IT",WHITE HORSE MANPOWER CONSULTANCY (P) LTD,"Bangalore, Hyderabad",Not specified,https://www.shine.com/jobs/net-developer-for-bangalore-hyderabad-need-immediate-joiners-for-it/white-horse-manpower-consultancy-p-ltd/17021052,N/A,Not specified,Shine,2025-05-01,Full Time
Decision Analytics Associate Consultant - Primary Market Research,ZS,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/decision-analytics-associate-consultant-primary-market-research/zs/17029238,N/A,Not specified,Shine,2025-05-01,Full Time
Social Media Marketing (WFH) Part Time Fresher Also Apply,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/social-media-marketing-wfh-part-time-fresher-also-apply/desnor-destination-pvt-ltd/17029543,N/A,Not specified,Shine,2025-05-01,Full Time
Sap Fico Lead,Changeleaders Consulting Private Limited,Bangalore,Not specified,https://www.shine.com/jobs/sap-fico-lead/changeleaders-consulting-private-limited/17029523,N/A,Not specified,Shine,2025-05-01,Full Time
Embedded Software Development Engineer,MNR Solutions Pvt Ltd,"Bangalore, Chennai",Not specified,https://www.shine.com/jobs/embedded-software-development-engineer/mnr-solutions-pvt-ltd/17017207,N/A,Not specified,Shine,2025-05-01,Full Time
"Software Engineer / Specialist / TL - IMS DB, Cobol (2-9 Yr)",Amdocs,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/software-engineer-specialist-tl-ims-db-cobol-2-9-yr/amdocs/17029209,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Bareilly, Lucknow, Bhubaneswar, Jaipur, Chattisgarh, Gurugram, Pune, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Test Engineer,AppSoft Solutions,"Bangalore, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/test-engineer/appsoft-solutions/16949244,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Bareilly, Jaipur, Chattisgarh, Lucknow, Gurugram, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Customer Support - International Voice,Delphic Jobs,Bangalore,Not specified,https://www.shine.com/jobs/customer-support-international-voice/delphic-jobs/17029501,N/A,Not specified,Shine,2025-05-01,Full Time
Business Analyst - Asset Management Tech,M&G plc,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/business-analyst-asset-management-tech/mg-plc/17029163,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineer,AppSoft Solutions,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/software-engineer/appsoft-solutions/16949226,N/A,Not specified,Shine,2025-05-01,Full Time
Interior Architect,homedesignia,Noida,Not specified,https://www.shine.com/jobs/interior-architect/homedesignia/17029537,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Pune, Bangalore, Noida, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
GIS Substation Design Engineer - Mechanical,Siemens,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/gis-substation-design-engineer-mechanical/siemens/17029106,N/A,Not specified,Shine,2025-05-01,Full Time
Part-time Data Entry Computer Operator Remote work,VISHWANATH ENTERPRISES,"Pune, Bangalore, Ernakulam, Chennai, Hyderabad, Kolkata, Chandigarh, Mangalore, Mysore, Ahmedabad",Not specified,https://www.shine.com/jobs/part-time-data-entry-computer-operator-remote-work/vishwanath-enterprises/17029558,N/A,Not specified,Shine,2025-05-01,Full Time
"Fullstack Engineer(C/.NET, Angular, Azure) IRC254785",GlobalLogic,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/fullstack-engineerc-net-angular-azure-irc/globallogic/17029132,N/A,Not specified,Shine,2025-05-01,Full Time
Dotnet Developer with Azure,CodesmoTech,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/dotnet-developer-with-azure/codesmotech/17029015,N/A,Not specified,Shine,2025-05-01,Full Time
BIM Engineer - Fire Life Safety,WSP,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/bim-engineer-fire-life-safety/wsp/17029012,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Lead Instrumentation Site Design Engineer,Live Connections.,"Pune, United Arab Emirates, Faridabad",Not specified,https://www.shine.com/jobs/lead-instrumentation-site-design-engineer/live-connections/17029578,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Draughtsman - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,"Bangalore, Delhi",Not specified,https://www.shine.com/jobs/mep-draughtsman-construction/mepa2z-llp/17029515,N/A,Not specified,Shine,2025-05-01,Full Time
Project Manager Construction MEP /Electrical Engineer,HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Jaipur, Noida, Indore, Lucknow, Gurugram, Kolkata, Jamshedpur, Patna",Not specified,https://www.shine.com/jobs/project-manager-construction-mep-electrical-engineer/hr-jobs-consultancy/17029541,N/A,Not specified,Shine,2025-05-01,Full Time
Biomedical Engineer,SAIKOR SECURITY TRAINING AND SERVICES PRIVATE LIMITED,"Bangalore, Noida, Chennai, Hyderabad, Gurugram, Kolkata, Pune, Mumbai City, Andaman-Nicobar, Port Blair",Not specified,https://www.shine.com/jobs/biomedical-engineer/saikor-security-training-and-services-private-limited/17021164,N/A,Not specified,Shine,2025-05-01,Full Time
Speech and Language Data Engineer,Cerence AI,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/speech-and-language-data-engineer/cerence-ai/17029342,N/A,Not specified,Shine,2025-05-01,Full Time
C WPF with Technical Product Managment Exp For B'lore IT Companies,WHITE HORSE MANPOWER CONSULTANCY (P) LTD,Bangalore,Not specified,https://www.shine.com/jobs/c-wpf-with-technical-product-managment-exp-for-blore-it-companies/white-horse-manpower-consultancy-p-ltd/17021059,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineering Manager (Java Full Stack),Amdocs,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/software-engineering-manager-java-full-stack/amdocs/17029242,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
Senior R&D Software Engineer (Licensing & Software Design Automation),Changeleaders Consulting Private Limited,"Bangalore, Gurugram",Not specified,https://www.shine.com/jobs/senior-rd-software-engineer-licensing-software-design-automation/changeleaders-consulting-private-limited/17029524,N/A,Not specified,Shine,2025-05-01,Full Time
".NET Developer for Bangalore & Hyderabad, Need Immediate Joiners for IT",WHITE HORSE MANPOWER CONSULTANCY (P) LTD,"Bangalore, Hyderabad",Not specified,https://www.shine.com/jobs/net-developer-for-bangalore-hyderabad-need-immediate-joiners-for-it/white-horse-manpower-consultancy-p-ltd/17021052,N/A,Not specified,Shine,2025-05-01,Full Time
Decision Analytics Associate Consultant - Primary Market Research,ZS,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/decision-analytics-associate-consultant-primary-market-research/zs/17029238,N/A,Not specified,Shine,2025-05-01,Full Time
Social Media Marketing (WFH) Part Time Fresher Also Apply,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/social-media-marketing-wfh-part-time-fresher-also-apply/desnor-destination-pvt-ltd/17029543,N/A,Not specified,Shine,2025-05-01,Full Time
Sap Fico Lead,Changeleaders Consulting Private Limited,Bangalore,Not specified,https://www.shine.com/jobs/sap-fico-lead/changeleaders-consulting-private-limited/17029523,N/A,Not specified,Shine,2025-05-01,Full Time
Embedded Software Development Engineer,MNR Solutions Pvt Ltd,"Bangalore, Chennai",Not specified,https://www.shine.com/jobs/embedded-software-development-engineer/mnr-solutions-pvt-ltd/17017207,N/A,Not specified,Shine,2025-05-01,Full Time
"Software Engineer / Specialist / TL - IMS DB, Cobol (2-9 Yr)",Amdocs,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/software-engineer-specialist-tl-ims-db-cobol-2-9-yr/amdocs/17029209,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Bareilly, Lucknow, Bhubaneswar, Jaipur, Chattisgarh, Gurugram, Pune, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Test Engineer,AppSoft Solutions,"Bangalore, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/test-engineer/appsoft-solutions/16949244,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Bareilly, Jaipur, Chattisgarh, Lucknow, Gurugram, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Customer Support - International Voice,Delphic Jobs,Bangalore,Not specified,https://www.shine.com/jobs/customer-support-international-voice/delphic-jobs/17029501,N/A,Not specified,Shine,2025-05-01,Full Time
Business Analyst - Asset Management Tech,M&G plc,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/business-analyst-asset-management-tech/mg-plc/17029163,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineer,AppSoft Solutions,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/software-engineer/appsoft-solutions/16949226,N/A,Not specified,Shine,2025-05-01,Full Time
Interior Architect,homedesignia,Noida,Not specified,https://www.shine.com/jobs/interior-architect/homedesignia/17029537,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Pune, Bangalore, Noida, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
